,line_id,name,shortName,mode,networkId,impactedObjects,file_lastUpdatedDate
384933,line:IDFM:C02456,439,439,Bus,network:IDFM:1065,"[{'disruptionIds': ['8eba020c-b89a-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C02456', 'name': '439', 'type': 'line'}]",2024-12-12T15:09:20.041Z
384935,line:IDFM:C00597,449,449,Bus,network:IDFM:1065,"[{'disruptionIds': ['95030d5c-b89a-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C00597', 'name': '449', 'type': 'line'}]",2024-12-12T15:09:20.041Z
385724,line:IDFM:C00073,8,8,Bus,network:IDFM:1060,"[{'disruptionIds': ['f987e9dc-b89a-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C00073', 'name': '8', 'type': 'line'}]",2024-12-12T15:31:20.549Z
385990,line:IDFM:C01869,5102,5102,Bus,network:IDFM:1068,"[{'disruptionIds': ['8d786544-b89c-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C01869', 'name': '5102', 'type': 'line'}]",2024-12-12T15:31:20.549Z
386460,line:IDFM:C01711,DM11E,DM11E,Bus,network:IDFM:1060,"[{'disruptionIds': ['2899302e-b89f-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C01711', 'name': 'DM11E', 'type': 'line'}]",2024-12-12T15:43:18.645Z
389488,line:IDFM:C01196,175,175,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['7ff81ab2-b8a7-11ef-8d37-0a58a9feac02', '79937c70-b8a7-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C01196', 'name': '175', 'type': 'line'}, {'disruptionIds': ['79937c70-b8a7-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:8127', 'name': 'Paul Doumer', 'type': 'stop_point'}, {'disruptionIds': ['79937c70-b8a7-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:8128', 'name': 'Mairie de Courbevoie', 'type': 'stop_point'}, {'disruptionIds': ['79937c70-b8a7-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:23736', 'name': 'RD7 - Pont de Neuilly', 'type': 'stop_point'}, {'disruptionIds': ['79937c70-b8a7-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:27428', 'name': 'Victor Hugo', 'type': 'stop_point'}]",2024-12-12T16:47:22.451Z
389532,line:IDFM:C02538,311,311,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['1365d534-b8a6-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C02538', 'name': '311', 'type': 'line'}, {'disruptionIds': ['1365d534-b8a6-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:480187', 'name': 'Gare de Vaires Torcy', 'type': 'stop_point'}, {'disruptionIds': ['1365d534-b8a6-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:486877', 'name': 'Carrefour des Cantines', 'type': 'stop_point'}, {'disruptionIds': ['1365d534-b8a6-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:15617', 'name': 'Le Canal', 'type': 'stop_point'}, {'disruptionIds': ['1365d534-b8a6-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:15505', 'name': 'République', 'type': 'stop_point'}]",2024-12-12T16:47:22.451Z
390342,line:IDFM:C00403,5110,5110,Bus,network:IDFM:1068,"[{'disruptionIds': ['5c3e8d8a-b8a8-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C00403', 'name': '5110', 'type': 'line'}]",2024-12-12T16:57:21.857Z
394763,line:IDFM:C00580,A,A,Bus,network:IDFM:1057,"[{'disruptionIds': ['cee5ccda-b8b3-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C00580', 'name': 'A', 'type': 'line'}]",2024-12-12T18:29:23.350Z
396787,line:IDFM:C01684,T5,T5,Tramway,network:IDFM:Operator_100,"[{'disruptionIds': ['2dd67e9e-b8bc-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C01684', 'name': 'T5', 'type': 'line'}]",2024-12-12T19:11:19.748Z
411862,line:IDFM:C01317,391,391,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['ca7ff334-b8de-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:35822', 'name': 'Clémenceau', 'type': 'stop_point'}, {'disruptionIds': ['ca7ff334-b8de-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:40790', 'name': 'Les Blagis', 'type': 'stop_point'}, {'disruptionIds': ['ca7ff334-b8de-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:27304', 'name': 'Les Bas Coquarts', 'type': 'stop_point'}]",2024-12-12T23:22:18.749Z
412017,line:IDFM:C00344,7,7,Bus,network:IDFM:1064,"[{'disruptionIds': ['ca7ff334-b8de-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:28142', 'name': 'Port Galand', 'type': 'stop_point'}, {'disruptionIds': ['ca7ff334-b8de-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:27304', 'name': 'Les Bas Coquarts', 'type': 'stop_point'}]",2024-12-12T23:22:18.749Z
420205,line:IDFM:C00581,450,450,Bus,network:IDFM:1065,"[{'disruptionIds': ['560208ca-b90c-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C00581', 'name': '450', 'type': 'line'}]",2024-12-13T04:51:18.044Z
422696,line:IDFM:C01537,5133,5133,Bus,network:IDFM:1068,"[{'disruptionIds': ['86035eb4-b913-11ef-b1c7-0a58a9feac02'], 'id': 'line:IDFM:C01537', 'name': '5133', 'type': 'line'}]",2024-12-13T05:37:20.250Z
424886,line:IDFM:C01577,605,605,Bus,network:IDFM:184,"[{'disruptionIds': ['0a8e4fcc-b22a-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C01577', 'name': '605', 'type': 'line'}]",2024-12-13T06:13:20.455Z
431227,line:IDFM:C01221,206,206,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['562f8464-b928-11ef-b1c7-0a58a9feac02', '4c17a132-b928-11ef-b1c7-0a58a9feac02', '9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C01221', 'name': '206', 'type': 'line'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:41442', 'name': 'Friedberg', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36365', 'name': 'Maurice Berteaux - Tramway', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36371', 'name': 'Les Mousquetaires', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36379', 'name': 'Georges Courteline', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:26036', 'name': 'Villiers-sur-Marne - Le Plessis-Trévise RER', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36381', 'name': 'Georges Demésy', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:478839', 'name': 'Eglise de Villiers-sur-Marne', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:36383', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['9777c5e4-b928-11ef-b3f5-0a58a9feac02', '91b76e34-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36374', 'name': 'La Dame Blanche', 'type': 'stop_point'}, {'disruptionIds': ['4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:413034', 'name': 'Friedberg', 'type': 'stop_point'}, {'disruptionIds': ['562f8464-b928-11ef-b1c7-0a58a9feac02', '4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:36367', 'name': 'La Dame Blanche', 'type': 'stop_point'}, {'disruptionIds': ['562f8464-b928-11ef-b1c7-0a58a9feac02', '4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:36389', 'name': 'Les Mousquetaires', 'type': 'stop_point'}, {'disruptionIds': ['562f8464-b928-11ef-b1c7-0a58a9feac02', '4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:36363', 'name': 'Georges Courteline', 'type': 'stop_point'}, {'disruptionIds': ['4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:40003', 'name': 'Villiers-sur-Marne - Le Plessis-Trévise RER', 'type': 'stop_point'}, {'disruptionIds': ['562f8464-b928-11ef-b1c7-0a58a9feac02', '4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:36388', 'name': 'Georges Demésy', 'type': 'stop_point'}, {'disruptionIds': ['4c17a132-b928-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:36385', 'name': 'Mairie', 'type': 'stop_point'}]",2024-12-13T08:28:17.754Z
431228,line:IDFM:C01222,207,207,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02', 'e3e43962-b928-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C01222', 'name': '207', 'type': 'line'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36365', 'name': 'Maurice Berteaux - Tramway', 'type': 'stop_point'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36371', 'name': 'Les Mousquetaires', 'type': 'stop_point'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36379', 'name': 'Georges Courteline', 'type': 'stop_point'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36381', 'name': 'Georges Demésy', 'type': 'stop_point'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36382', 'name': 'Villiers-sur-Marne - Le Plessis-Trévise RER', 'type': 'stop_point'}, {'disruptionIds': ['d4c28d80-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36374', 'name': 'La Dame Blanche', 'type': 'stop_point'}, {'disruptionIds': ['e3e43962-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36367', 'name': 'La Dame Blanche', 'type': 'stop_point'}, {'disruptionIds': ['e3e43962-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36389', 'name': 'Les Mousquetaires', 'type': 'stop_point'}, {'disruptionIds': ['e3e43962-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36363', 'name': 'Georges Courteline', 'type': 'stop_point'}, {'disruptionIds': ['e3e43962-b928-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:36388', 'name': 'Georges Demésy', 'type': 'stop_point'}]",2024-12-13T08:28:17.754Z
431291,line:IDFM:C01354,TUC,TUC,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['8cf596aa-b928-11ef-b3f5-0a58a9feac02', '5639c1b6-b92a-11ef-b1c7-0a58a9feac02', '506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C01354', 'name': 'TUC', 'type': 'line'}, {'disruptionIds': ['8cf596aa-b928-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:484383', 'name': 'Paris - Huntziger', 'type': 'stop_point'}, {'disruptionIds': ['8cf596aa-b928-11ef-b3f5-0a58a9feac02', '506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:484385', 'name': 'Barbusse - Martre', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:27151', 'name': 'Rue Petit', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:480109', 'name': 'Victor Hugo - Sanzillon', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:36534', 'name': 'Général Leclerc - Villeneuve - Hôpital Beaujon', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:25769', 'name': 'République - François Mitterrand', 'type': 'stop_point'}, {'disruptionIds': ['8cf596aa-b928-11ef-b3f5-0a58a9feac02', '506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:28789', 'name': 'Fournier', 'type': 'stop_point'}, {'disruptionIds': ['8cf596aa-b928-11ef-b3f5-0a58a9feac02', '506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:484386', 'name': 'Centre Médical de Santé', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:28790', 'name': 'Gabriel Péri', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:27949', 'name': 'Maison du Peuple', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:37506', 'name': 'Quartier Nord', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:8404', 'name': 'Hôpital Beaujon', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:420774', 'name': 'Rue des Trois Pavillons', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:28358', 'name': 'Claude Debussy', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:24061', 'name': 'Villeneuve', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:484390', 'name': 'Palme - Bigot', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:420981', 'name': 'Cailloux', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:24571', 'name': 'Cimetière Sud', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:39993', 'name': 'République - François Mitterrand', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:24573', 'name': 'Rue de Neuilly', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:22940', 'name': 'Gare de Clichy - Levallois', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:36533', 'name': 'Barbusse - Martre', 'type': 'stop_point'}, {'disruptionIds': ['506265cc-b92a-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:8403', 'name': 'Emile Roux', 'type': 'stop_point'}]",2024-12-13T08:28:17.754Z
437531,line:IDFM:C01766,116,116,Bus,network:IDFM:1060,"[{'disruptionIds': ['cc077df8-b93d-11ef-add0-0a58a9feac02'], 'id': 'line:IDFM:C01766', 'name': '116', 'type': 'line'}]",2024-12-13T10:39:18.047Z
440442,line:IDFM:C01386,3B,3B,Metro,network:IDFM:Operator_100,"[{'disruptionIds': ['643fe10a-b943-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C01386', 'name': '3B', 'type': 'line'}]",2024-12-13T11:25:21.050Z
444674,line:IDFM:C01396,N42,N42,Bus,network:IDFM:55,"[{'disruptionIds': ['f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:490842', 'name': 'Jean Jaurès - Division Leclerc', 'type': 'stop_point'}]",2024-12-13T13:13:22.345Z
445002,line:IDFM:C01578,607,607,Bus,network:IDFM:1069,"[{'disruptionIds': ['ac9481a2-b94f-11ef-b1c7-0a58a9feac02', 'f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:19404', 'name': 'Anizan Cavillon - Hôtel de ville', 'type': 'stop_point'}, {'disruptionIds': ['ac9481a2-b94f-11ef-b1c7-0a58a9feac02', 'f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:28283', 'name': 'Pierre Curie', 'type': 'stop_point'}, {'disruptionIds': ['f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:17587', 'name': 'Eglise du Bourget / Eglise Saint-Nicolas', 'type': 'stop_point'}]",2024-12-13T13:13:22.345Z
445003,line:IDFM:C01579,609,609,Bus,network:IDFM:1069,"[{'disruptionIds': ['ac9481a2-b94f-11ef-b1c7-0a58a9feac02', 'f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:19404', 'name': 'Anizan Cavillon - Hôtel de ville', 'type': 'stop_point'}, {'disruptionIds': ['ac9481a2-b94f-11ef-b1c7-0a58a9feac02', 'f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:28283', 'name': 'Pierre Curie', 'type': 'stop_point'}, {'disruptionIds': ['f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:17587', 'name': 'Eglise du Bourget / Eglise Saint-Nicolas', 'type': 'stop_point'}]",2024-12-13T13:13:22.345Z
445004,line:IDFM:C01580,610,610,Bus,network:IDFM:1069,"[{'disruptionIds': ['ac9481a2-b94f-11ef-b1c7-0a58a9feac02'], 'id': 'stop_point:IDFM:491271', 'name': 'Maryse Bastié', 'type': 'stop_point'}, {'disruptionIds': ['f2c81f56-b951-11ef-b3f5-0a58a9feac02'], 'id': 'stop_point:IDFM:36570', 'name': 'Michelet - Parc des Expositions', 'type': 'stop_point'}]",2024-12-13T13:13:22.345Z
448888,line:IDFM:C00793,3401,3401,Bus,network:IDFM:1074,"[{'disruptionIds': ['74a8e2b4-b95f-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C00793', 'name': '3401', 'type': 'line'}]",2024-12-13T14:44:21.746Z
454890,line:IDFM:C01207,186,186,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C01207', 'name': '186', 'type': 'line'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:39828', 'name': ""Porte d'Italie - Métro"", 'type': 'stop_point'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:37125', 'name': 'Convention - Fontainebleau', 'type': 'stop_point'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:24340', 'name': 'Hôpital Bicêtre - Benserade', 'type': 'stop_point'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:7837', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:36005', 'name': 'Convention - Jaurès', 'type': 'stop_point'}, {'disruptionIds': ['1e580e1c-b96e-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:26903', 'name': 'Roger Salengro - Fontainebleau', 'type': 'stop_point'}]",2024-12-13T16:36:23.155Z
455737,line:IDFM:C01533,5144,5144,Bus,network:IDFM:1068,"[{'disruptionIds': ['b6c2523c-b970-11ef-b3f5-0a58a9feac02'], 'id': 'line:IDFM:C01533', 'name': '5144', 'type': 'line'}]",2024-12-13T16:50:21.228Z
455876,line:IDFM:C00303,18,18,Bus,network:IDFM:1054,"[{'disruptionIds': ['53dd4e36-b972-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C00303', 'name': '18', 'type': 'line'}]",2024-12-13T16:58:20.752Z
456401,line:IDFM:C01334,520,520,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02', 'e5e57696-b972-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C01334', 'name': '520', 'type': 'line'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:479076', 'name': 'Rue de la Marne', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:479098', 'name': 'Bois des Chênes', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:479078', 'name': 'Estivalliere', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:479099', 'name': 'Leopold Bellan', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:21682', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:479077', 'name': 'Avenue de Rigny', 'type': 'stop_point'}, {'disruptionIds': ['f054c5dc-b972-11ef-add0-0a58a9feac02'], 'id': 'stop_point:IDFM:40900', 'name': 'Bry-sur-Marne RER', 'type': 'stop_point'}, {'disruptionIds': ['e5e57696-b972-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:479094', 'name': 'Estivalliere', 'type': 'stop_point'}, {'disruptionIds': ['e5e57696-b972-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:37612', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['e5e57696-b972-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:26020', 'name': 'Avenue de Rigny', 'type': 'stop_point'}]",2024-12-13T16:58:20.752Z
460962,line:IDFM:C02629,N,N,Bus,network:IDFM:1054,"[{'disruptionIds': ['b1f92c2e-b981-11ef-bc79-0a58a9feac02'], 'id': 'line:IDFM:C02629', 'name': 'N', 'type': 'line'}]",2024-12-13T18:44:23.551Z
496780,line:IDFM:C02599,4318,4318,Bus,network:IDFM:1058,"[{'disruptionIds': ['750d531c-b977-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C02599', 'name': '4318', 'type': 'line'}]",2024-12-14T08:26:21.844Z
503870,line:IDFM:C01243,251,251,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['246b40f6-ba06-11ef-8d37-0a58a9feac02', '1e47ff3e-ba06-11ef-bc79-0a58a9feac02'], 'id': 'line:IDFM:C01243', 'name': '251', 'type': 'line'}, {'disruptionIds': ['2916eb78-ba06-11ef-bc79-0a58a9feac02'], 'id': 'stop_point:IDFM:26914', 'name': 'Conservatoire Jean Wiener / Libération', 'type': 'stop_point'}, {'disruptionIds': ['2916eb78-ba06-11ef-bc79-0a58a9feac02'], 'id': 'stop_point:IDFM:26908', 'name': 'Hôtel de Ville de Bobigny', 'type': 'stop_point'}]",2024-12-14T10:32:23.656Z
567879,line:IDFM:C01242,250,250,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['f577cf52-bac4-11ef-b1c7-0a58a9feac02', '3ab2b4d8-bac5-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C01242', 'name': '250', 'type': 'line'}, {'disruptionIds': ['f577cf52-bac4-11ef-b1c7-0a58a9feac02', '3ab2b4d8-bac5-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:36587', 'name': 'Avenue de Stalingrad', 'type': 'stop_point'}, {'disruptionIds': ['f577cf52-bac4-11ef-b1c7-0a58a9feac02', '3ab2b4d8-bac5-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:28298', 'name': 'Louis Bordes', 'type': 'stop_point'}, {'disruptionIds': ['f577cf52-bac4-11ef-b1c7-0a58a9feac02', '3ab2b4d8-bac5-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:37521', 'name': 'Croix Blanche', 'type': 'stop_point'}, {'disruptionIds': ['f577cf52-bac4-11ef-b1c7-0a58a9feac02', '3ab2b4d8-bac5-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:28297', 'name': 'Le Globe', 'type': 'stop_point'}]",2024-12-15T09:25:19.045Z
567883,line:IDFM:C01246,255,255,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['f077a054-bac4-11ef-8d37-0a58a9feac02'], 'id': 'line:IDFM:C01246', 'name': '255', 'type': 'line'}, {'disruptionIds': ['f077a054-bac4-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:28338', 'name': 'François Bégué', 'type': 'stop_point'}, {'disruptionIds': ['f077a054-bac4-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:28300', 'name': 'Le Globe', 'type': 'stop_point'}, {'disruptionIds': ['f077a054-bac4-11ef-8d37-0a58a9feac02'], 'id': 'stop_point:IDFM:25466', 'name': 'Paul Vaillant Couturier', 'type': 'stop_point'}]",2024-12-15T09:25:19.045Z
